Time,Open,High,Low,Close,Volume
07/28/2021 07:32:00,39543,39616,39528.75,39615.99,1936900.1
07/28/2021 07:33:00,39616,39641.01,39583.36,39596.98,1744673.2
07/28/2021 07:34:00,39596.99,39636.78,39585.36,39603.56,1628462.8
07/28/2021 07:35:00,39603.56,39637.66,39599.65,39621.58,781068.44
07/28/2021 07:36:00,39621.57,39681.79,39612.39,39668.11,1039093.25
07/28/2021 07:37:00,39668.11,39689.88,39601,39633.97,3212556
07/28/2021 07:38:00,39633.98,39707.58,39633.01,39670.93,1760985.2
07/28/2021 07:39:00,39670.93,39740,39670.92,39733.47,2094013.9
07/28/2021 07:40:00,39733.46,39781.85,39721.77,39774.4,2932689
07/28/2021 07:41:00,39778.96,39827,39745.68,39826.84,2953963
07/28/2021 07:42:00,39826.84,39891.83,39800,39886,2879508.5
07/28/2021 07:43:00,39886,39900,39852.83,39875.68,2879986
